4,create_news_table,1456782172,Migration_2016_03_01_00_42_52_create_news_table
5,create_user_table,1456987691,Migration_2016_03_03_09_48_11_create_user_table
9,add_news,1496151749,Migration_2017_05_30_16_42_29_add_news
10,create_guid_table,1502459262,Migration_2017_08_11_16_47_42_create_guid_table
